original_city,original_ address,lat,lon,formatted,name,housenumber,street,suburb,postcode,district,city,county,state,country,country_code,confidence_street_level,confidence,confidence_city_level,attribution,attribution_license,attribution_url
Sombor," Bezdan",45.8501704,18.925943,"Bezdan, 25270 City of Sombor, Serbia",Bezdan,,,,25270,,City of Sombor,West Backa Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sombor," Crvenka",45.7827045,19.1185301,"Црвенка, City of Sombor, Vojvodina, Serbia",Црвенка,,,Црвенка,25000,Sombor,City of Sombor,West Backa Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sombor," Mlake",45.7708973,19.1283296,"Млаке, City of Sombor, Vojvodina, Serbia",Млаке,,,Млаке,25000,Sombor,City of Sombor,West Backa Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sombor," Stapar; Karađorđev plac 83",45.662849,19.2019018,"25240 Стапар, Карађорђев плац 92, City of Sombor, Serbia",25240 Стапар,92,Карађорђев плац,,,Stapar,City of Sombor,West Backa Administrative District,Vojvodina,Serbia,rs,0.48027777777777775,0.32018518518518513,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sombor," Stara Selenča",45.7606922,19.1069094,"Стара Селенча, City of Sombor, Vojvodina, Serbia",Стара Селенча,,,Стара Селенча,25101,Sombor,City of Sombor,West Backa Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sombor," Svetozar Miletić",45.8533938,19.2048515,"Svetozar Miletic, City of Sombor, West Backa Administrative District, Serbia",Svetozar Miletic,,,,,,City of Sombor,West Backa Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Srbobran," Janka Katića 25a",45.5599668,19.803368069972553,"Јанка Катића 25a, 21480 Srbobran Municipality, Serbia",,25a,Јанка Катића,,21480,Србобран,Srbobran Municipality,South Backa Administrative District,Vojvodina,Serbia,rs,0.5384615384615384,0.5384615384615384,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Srbobran," Milosa Obilica",45.5471737,19.8004575,"Милоша Обилића, 21480 Srbobran Municipality, Serbia",Милоша Обилића,,Милоша Обилића,,21480,Србобран,Srbobran Municipality,South Backa Administrative District,Vojvodina,Serbia,rs,0.5249999999999999,0.5249999999999999,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sremska Mitrovica," Blok B; 1. Novembra",44.9835408,19.6294021,"Првог новембра, 22000 Sremska Mitrovica City, Serbia",Првог новембра,,Првог новембра,,22000,Сремска Митровица,Sremska Mitrovica City,Srem Administrative District,Vojvodina,Serbia,rs,,0,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sremska Mitrovica," Bosut",44.932235,19.3627092,"Bosut, Sremska Mitrovica City, Srem Administrative District, Serbia",Bosut,,,,,,Sremska Mitrovica City,Srem Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sremska Mitrovica," Kuzmin; Planinska 1",44.973213,19.608805,"Sremska Mitrovica Municipality, Sremski upravni okrug, Serbia",,,,,,Sremska Mitrovica,Sremska Mitrovica Municipality,Sremski upravni okrug,Vojvodina,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Stara Pazova," Belegiš",45.0188292,20.3313275,"Belegis, Stara Pazova Municipality, Srem Administrative District, Serbia",Belegis,,,,,,Stara Pazova Municipality,Srem Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stara Pazova," Golubinci",44.9840388,20.0659105,"Golubinci, 22308 Stara Pazova Municipality, Serbia",Golubinci,,,,22308,,Stara Pazova Municipality,Srem Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Aleksandrovo; Novo Naselje; Gruzanska 7a",46.066569,19.681208,"Aleksandrovo Groblje, Subotica, North Bačka District, Serbia",Aleksandrovo Groblje,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Bajmok",45.96601,19.4251214,"Bajmok, 24210 City of Subotica, Serbia",Bajmok,,,,24210,,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Bajnat",46.0906504,19.6775538,"Bajnat, City of Subotica, Vojvodina, Serbia",Bajnat,,,Bajnat,24117,Subotica,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Bajski put",46.100355,19.6486283,"Бајски пут, 71210 City of Subotica, Serbia",Бајски пут,,Бајски пут,Novo Selo,71210,Subotica,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Bački Vinogradi; salaš 12",46.097766,19.670283,"Subotica, North Bačka District, Serbia",,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Subotica," Ker; VASE PELAGICA 54a",46.097766,19.670283,"Subotica, North Bačka District, Serbia",,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Subotica," Makova Sedmica",46.1500064,19.6723114,"Makova Sedmica, Граничарска, 24110 City of Subotica, Serbia",Makova Sedmica,,Граничарска,МЗ Макова седмица,24110,Subotica,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Mala Bosna",46.0404265,19.5709644,"Mala Bosna, City of Subotica, North Backa Administrative District, Serbia",Mala Bosna,,,,,,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Mali Bajmok",46.086422,19.6410156,"Mali Bajmok, City of Subotica, Vojvodina, Serbia",Mali Bajmok,,,Mali Bajmok,24107,Subotica,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Palić",46.1022848,19.7634537,"Palić, 24413 City of Subotica, Serbia",Palić,,,,24413,,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,,0.405,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Peščara",46.071703,19.679584,"Aleksandrovo Peščara, Subotica, North Bačka District, Serbia",Aleksandrovo Peščara,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,0.95,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Peščara; Koparska 30",46.071703,19.679584,"Aleksandrovo Peščara, Subotica, North Bačka District, Serbia",Aleksandrovo Peščara,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Prozivka; Dal 15",46.08666,19.669134,"Prozivka, Subotica, North Bačka District, Serbia",Prozivka,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Stari Žednik; Beogradski put",,,,,,,,,,,,,,,,,,,,
Subotica," Tavankut",46.097766,19.670283,"Subotica, North Bačka District, Serbia",,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Subotica," Tavankut; Donji Tavankut",46.042579,19.5029825,"Tavankut, Ивана Сарића, 24215 City of Subotica, Serbia",Tavankut,,Ивана Сарића,Дикановац,24215,Доњи Таванкут,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,,0.7727272727272727,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Zorka",46.1272291,19.6442513,"Zorka, City of Subotica, Vojvodina, Serbia",Zorka,,,Zorka,71210,Subotica,City of Subotica,North Backa Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Subotica," Zorka; Srpski Šor; Srpski šor",46.097766,19.670283,"Subotica, North Bačka District, Serbia",,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Subotica," Đurđin; Moše Pijade",46.097766,19.670283,"Subotica, North Bačka District, Serbia",,,,,,Subotica,Subotica,North Bačka District,Vojvodina,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Svilajnac," 8.Oktobra",44.2337,21.1967,"Svilajnac, Pomoravski upravni okrug, Serbia",,,,,,Svilajnac,Svilajnac,Pomoravski upravni okrug,Central Serbia,Serbia,rs,,0.5,1,,CC BY 4.0,https://www.geonames.org/datasources/
Svilajnac," Nadežde Petrović",44.195062,21.231375,"Svilajnac, Central Serbia, Serbia",,,,,,,Svilajnac,Pomoravski upravni okrug,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Svilajnac," Radnicka",44.2309556,21.203816,"Radnicka, 35210 Svilajnac Municipality, Serbia",Radnicka,,Radnicka,,35210,Svilajnac,Svilajnac Municipality,Pomoravlje Administrative District,Central Serbia,Serbia,rs,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Svilajnac," Radošin",44.1231362,21.1960541,"Radosin, Svilajnac Municipality, Pomoravlje Administrative District, Serbia",Radosin,,,,,,Svilajnac Municipality,Pomoravlje Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Svilajnac," ul.Hilandarska",44.210836,21.2046839,"Hilandarska, 35210 Svilajnac Municipality, Serbia",Hilandarska,,Hilandarska,,35210,Dublje,Svilajnac Municipality,Pomoravlje Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Temerin," Radnička 12",45.4302627,19.8995009,"Radnicka, 21235 Temerin Municipality, Serbia",Radnicka,,Radnicka,,21235,Темерин,Temerin Municipality,South Backa Administrative District,Vojvodina,Serbia,rs,0.95,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Titel," Lok",45.2160599,20.2083757,"Lok, Titel Municipality, South Backa Administrative District, Serbia",Lok,,,,,,Titel Municipality,South Backa Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Topola," Centar; Bulevar kralja Aleksandra",44.739437,20.438218,"A1 centar, Belgrade, Grad Beograd, Serbia",A1 centar,,,,,Savski Venac,Belgrade,Grad Beograd,Central Serbia,Serbia,rs,,0.95,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Trstenik," Centar; Sumadijska",43.928176,21.382448,"Sumadijska, Ćuprija, Serbia",,,Sumadijska,,,Cuprija,Ćuprija,Pomoravski upravni okrug,Central Serbia,Serbia,rs,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Trstenik," Grabovac",43.6333879,20.9769777,"Grabovac, 37240 Trstenik Municipality, Serbia",Grabovac,,,,37240,,Trstenik Municipality,Rasina Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Trstenik," Kamenjača",43.56491175,21.072381691948006,"Kamenjaca, Trstenik Municipality, Central Serbia, Serbia",,,,,,Kamenjaca,Trstenik Municipality,Rasina Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Trstenik," Medveđa",43.6335145,21.0696339,"Medvedja, 37244 Trstenik Municipality, Serbia",Medvedja,,,,37244,,Trstenik Municipality,Rasina Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Trstenik," Milutovac",43.6748579,21.1206586,"Milutovac, 37245 Trstenik Municipality, Serbia",Milutovac,,,,37245,,Trstenik Municipality,Rasina Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Trstenik," Stragari; Stragari BB",43.6514811,21.136433223834015,"Stragari, Trstenik Municipality, Central Serbia, Serbia",,,,,,Stragari,Trstenik Municipality,Rasina Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Valjevo," Gola Glava",44.4068575,19.8637439,"Гола Глава, Valjevo City, Kolubara Administrative District, Serbia",Гола Глава,,,,,,Valjevo City,Kolubara Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Valjevo," Gradac",44.2206098,19.8559495,"Градац, Valjevo City, Kolubara Administrative District, Serbia",Градац,,,,,Brangovic,Valjevo City,Kolubara Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Valjevo," Popučke",44.2977349,19.9608173,"Popucke, Valjevo City, Kolubara Administrative District, Serbia",Popucke,,,,,,Valjevo City,Kolubara Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Varvarin," Karanovac; Karanovac Bb",43.718885900000004,21.17922845554403,"Karanovac, Varvarin Municipality, Central Serbia, Serbia",,,,,,Karanovac,Varvarin Municipality,Rasina Administrative District,Central Serbia,Serbia,rs,,0.2375,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Velika Plana," ",,,,,,,,,,,,,,,,,,,,
Velika Plana," Vojvode Mišića 189",44.336776,21.0573635,"Vojvode Misica, 11320 Velika Plana Municipality, Serbia",Vojvode Misica,,Vojvode Misica,,11320,Velika Plana,Velika Plana Municipality,Podunavlje Administrative District,Central Serbia,Serbia,rs,1,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vladimirci," Beljin",44.627101,19.961669,"Beljin, Vladimirci Municipality, Macva Administrative District, Serbia",Beljin,,,,,,Vladimirci Municipality,Macva Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vladičin Han," Priboj",42.6069741,22.013737,"Прибој, Vladicin Han Municipality, Pcinja Administrative District, Serbia",Прибој,,,,,,Vladicin Han Municipality,Pcinja Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vladičin Han," Vrbovo",42.627009,22.053271,"Vrbovo, Vladicin Han Municipality, Pcinja Administrative District, Serbia",Vrbovo,,,,,,Vladicin Han Municipality,Pcinja Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vlasotince," Ratka Pavlovica 13",42.959203,22.187849,"Vlasotince, Central Serbia, Serbia",,,,,,,Vlasotince,Jablanica,Central Serbia,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Vranje," Rataje; Slatina bb",42.48735,21.87748,"Rataje, Pcinja, Serbia",,,,,,Vranje,Rataje,Pcinja,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Vrbas," ",,,,,,,,,,,,,,,,,,,,
Vrbas," Palih boraca 15",45.5737355,19.641555,"Палих бораца, 21460 Vrbas Municipality, Serbia",Палих бораца,,Палих бораца,Нови Врбас,21460,Врбас,Vrbas Municipality,South Backa Administrative District,Vojvodina,Serbia,rs,0.5384615384615384,0.2692307692307692,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vrbas," Ravno Selo; Maršala Tita",45.44967,19.62097,"Ravno Selo, South Backa, Serbia",,,,,,Vrbas,Ravno Selo,South Backa,Vojvodina,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Vrnjačka Banja," Centar",43.650884,20.88139,"Zanatski centar, Vrnjacka Banja, Serbia",,,Zanatski centar,,,,Vrnjacka Banja,Raska,Central Serbia,Serbia,rs,0.95,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vrnjačka Banja," Gračac",43.6444539,20.8215588,"Gracac, 36215 Vrnjacka Banja Municipality, Serbia",Gracac,,,,36215,,Vrnjacka Banja Municipality,Raska Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vrnjačka Banja," Otroci",43.63386,20.80065,"Otroci, Raska, Serbia",,,,,,Vrnjacka Banja,Otroci,Raska,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Vrnjačka Banja," Štulac",43.626391,20.934455,"OS ""Mladost"" Stulac, 36210 Vrnjacka Banja, Serbia",,,"OS ""Mladost"" Stulac",,36210,,Vrnjacka Banja,Raska,Central Serbia,Serbia,rs,0.95,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vršac," ",,,,,,,,,,,,,,,,,,,,
Zaječar," Centar; Generala Gambete 21",43.902955,22.277529,"A1 centar, Zaječar, Zajecar, Serbia",A1 centar,,,,,Zajecar,Zaječar,Zajecar,Central Serbia,Serbia,rs,,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zaječar," Kotlujevac; Podgoricka 25/1",43.90505,22.270296,"Zaječar, Zajecar, Serbia",,,,,,Zajecar,Zaječar,Zajecar,Central Serbia,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Zrenjanin," 4. Juli",45.399293,20.392254,"Врањевачка 4, 23101 Zrenjanin, Serbia",,4,Врањевачка,,23101,Zrenjanin,Zrenjanin,Srednjobanatski upravni okrug,Vojvodina,Serbia,rs,,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Bagljaš",45.3812534,20.3686449,"Bagljas, Zrenjanin City, Vojvodina, Serbia",Bagljas,,,Bagljas,23110,Zrenjanin,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Bolnica",45.527271,20.302984,"Specijalna bolnica za rehabilitaicju ""Rusanda"" Melenci, 23270 Zrenjanin, Serbia","Specijalna bolnica za rehabilitaicju ""Rusanda"" Melenci",,,,23270,,Zrenjanin,Srednjobanatski upravni okrug,Vojvodina,Serbia,rs,0.95,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Crni Šor",45.396574349999995,20.440404430992874,"МЗ Доља-Црни шор, Zrenjanin City, Vojvodina, Serbia",,,,МЗ Доља-Црни шор,23105,Zrenjanin,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Duvanika",,,,,,,,,,,,,,,,,,,,
Zrenjanin," Elemir",45.4427544,20.2984035,"Elemir, Zrenjanin City, Central Banat Administrative District, Serbia",Elemir,,,,,,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Ečka",45.3148419,20.4461574,"Ecka, Zrenjanin City, Central Banat Administrative District, Serbia",Ecka,,,,,,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Farkaždin",45.189364,20.4735842,"Farkazdin, Zrenjanin City, Central Banat Administrative District, Serbia",Farkazdin,,,,,,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Lazarevo; Slavka Rodića 26",45.38091,20.5397,"Železnička Stanica Lazarevo, Zrenjanin, Srednjobanatski upravni okrug, Serbia",Železnička Stanica Lazarevo,,,,,,Zrenjanin,Srednjobanatski upravni okrug,Vojvodina,Serbia,rs,,0.95,1,,CC BY 4.0,https://www.geonames.org/datasources/
Zrenjanin," Lukićevo",45.3370141,20.4966807,"Lukićevo, Zrenjanin City, Central Banat Administrative District, Serbia",Lukićevo,,,,,,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Melenci",45.5166819,20.316299,"Melenci, 23270 Zrenjanin City, Serbia",Melenci,,,,23270,,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Mužlja",45.3484038,20.4040736,"Muzlja, Zrenjanin City, Vojvodina, Serbia",Muzlja,,,Muzlja,23206,Zrenjanin,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Perlez; Kneza Miloša 5",45.20083,20.385,"Železnička Stanica Perlez, Zrenjanin, Srednjobanatski upravni okrug, Serbia",Železnička Stanica Perlez,,,,,,Zrenjanin,Srednjobanatski upravni okrug,Vojvodina,Serbia,rs,,0.95,1,,CC BY 4.0,https://www.geonames.org/datasources/
Zrenjanin," Stajićevo; Milosa Jovanova 34a",45.296257,20.457581,"Milosa Jovanova, Zrenjanin, Serbia",,,Milosa Jovanova,,,,Zrenjanin,Srednjobanatski upravni okrug,Vojvodina,Serbia,rs,1,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Zeleno Polje",45.1878529,20.4670076,"Зелено поље, Zrenjanin City, Serbia",Зелено поље,,Зелено поље,,,Фаркаждин,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,0.5225,0.5225,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zrenjanin," Čenta; Zrenjaninski put Bb",45.381373,20.392773,"Zrenjanin, Srednjobanatski upravni okrug, Serbia",,,,,,Zrenjanin,Zrenjanin,Srednjobanatski upravni okrug,Vojvodina,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Zrenjanin," Žitni Trg",45.3782911,20.4000843,"Житни трг, 23101 Zrenjanin City, Serbia",Житни трг,,Житни трг,МЗ Доља-Црни шор,23101,Zrenjanin,Zrenjanin City,Central Banat Administrative District,Vojvodina,Serbia,rs,0.5599999999999999,0.5599999999999999,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Čačak," Banjica",43.81505815,20.376040678590194,"Banjica, Cacak City, Central Serbia, Serbia",,,,,,Banjica,Cacak City,Moravica Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Čačak," Prislonica; ibarski put",43.9506786,20.4332481,"32214 Прислоница, Ибарски пут, 32212 Cacak City, Serbia",32214 Прислоница,,Ибарски пут,,32212,Prislonica,Cacak City,Moravica Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Čačak," Slatina; Slatina 123",43.81673,20.48381,"Železnička Stanica Slatina, Cacak, Morava, Serbia",Železnička Stanica Slatina,,,,,,Cacak,Morava,Central Serbia,Serbia,rs,0.95,0.475,1,,CC BY 4.0,https://www.geonames.org/datasources/
Šabac," Centar",44.7510975,19.69143264990678,"Roda centar, Vlade Jovanovica, 15000 Sabac City, Serbia",Roda centar,,Vlade Jovanovica,Камичак,15000,Шабац,Sabac City,Macva Administrative District,Central Serbia,Serbia,rs,0.95,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Šabac," Centar; Masarikova",44.7569215,19.6938332,"A1 centar, Масарикова, 15000 Sabac City, Serbia",A1 centar,,Масарикова,Камичак,15000,Шабац,Sabac City,Macva Administrative District,Central Serbia,Serbia,rs,0.5343749999999999,0.5343749999999999,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Šabac," Donji Šor",44.750389,19.699748,"Sabac, Macva, Serbia",,,,,,Sabac,Sabac,Macva,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Šabac," Gornja Vranjska",44.691111,19.693333,"Gornja Vranjska, Sabac City, Macva Administrative District, Serbia",Gornja Vranjska,,,,,,Sabac City,Macva Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Šabac," Gornja Vranjska; Karađorđeva 18",44.69111,19.69333,"Gornja Vranjska, Macva, Serbia",,,,,,Sabac,Gornja Vranjska,Macva,Central Serbia,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Šabac," Jevremovac",44.72172,19.663642,"Jevremovac, 15353 Sabac City, Serbia",Jevremovac,,,,15353,,Sabac City,Macva Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Šabac," Pocerski Pričinović",44.722222,19.707222,"Pocerski Pricinovic, 15000 Sabac City, Serbia",Pocerski Pricinovic,,,,15000,,Sabac City,Macva Administrative District,Central Serbia,Serbia,rs,,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Šabac," Sinošević; Makecića Mala",44.61503,19.63601,"Sinošević, Macva, Serbia",,,,,,Sabac,Sinošević,Macva,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Šabac," Zminjak",44.754722,19.470556,"Zminjak, Sabac City, Macva Administrative District, Serbia",Zminjak,,,,,,Sabac City,Macva Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Šabac," Živinarnik",44.7508438,19.7013368,"Pijaca Živinarnik, Zike Popovica, 15000 Sabac City, Serbia",Pijaca Živinarnik,,Zike Popovica,,15000,Шабац,Sabac City,Macva Administrative District,Central Serbia,Serbia,rs,0.95,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Šid," Erdevik; Karadjordjeva",45.12833,19.22639,"Sid, Sremski upravni okrug, Serbia",,,,,,Sid,Sid,Sremski upravni okrug,Vojvodina,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
